artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Fleetwood Mac,Peacekeeper - Live 1997; 2018 Remaster,250987,False,2018,51,0.599,0.712,7,-6.141,0,0.0331,0.111,1.35e-05,0.112,0.664,127.142,album rock
Fleetwood Mac,Jewel Eyed Judy - 2018 Remaster,199373,False,2018,51,0.542,0.194,9,-16.503,1,0.0308,0.717,0.000262,0.066,0.381,90.239,album rock
Fleetwood Mac,Spare Me a Little of Your Love - 2018 Remaster,227187,False,2018,51,0.591,0.715,7,-8.406,1,0.0301,0.239,0.00696,0.323,0.827,95.145,album rock
Fleetwood Mac,Remember Me - 2018 Remaster,165707,False,2018,51,0.664,0.549,2,-12.145,1,0.029,0.356,0.0,0.321,0.935,125.428,album rock
Fleetwood Mac,Over My Head - 2018 Remaster,189533,False,2018,51,0.611,0.637,2,-10.822,1,0.0298,0.433,0.00177,0.167,0.653,98.349,album rock
Fleetwood Mac,Say You Love Me - 2018 Remaster,242440,False,2018,51,0.687,0.784,9,-7.666,1,0.0275,0.0842,0.00404,0.132,0.893,128.648,album rock
Fleetwood Mac,Silver Springs - 2004 Remaster,269640,False,2018,51,0.518,0.518,0,-11.181,1,0.0289,0.0101,0.0207,0.409,0.32,89.759,album rock
Fleetwood Mac,Think About Me - Single; 2018 Remaster,164480,False,2018,51,0.658,0.8,0,-7.834,1,0.0289,0.0449,0.000487,0.106,0.771,118.553,album rock
Fleetwood Mac,Oh Diane - 2018 Remaster,156667,False,2018,51,0.716,0.622,11,-9.16,1,0.0347,0.368,0.00263,0.0902,0.694,140.066,album rock
Fleetwood Mac,Isn't It Midnight - 2018 Remaster,253760,False,2018,51,0.469,0.73,0,-11.89,0,0.0358,0.00264,0.0482,0.15,0.573,145.781,album rock
Fleetwood Mac,No Questions Asked - 2002 Remaster,282933,False,2018,51,0.505,0.894,0,-6.234,1,0.0318,0.04,7.67e-05,0.103,0.367,137.443,album rock
Fleetwood Mac,Skies the Limit - 2002 Remaster,226227,False,2018,51,0.654,0.759,2,-6.007,1,0.0267,0.309,9.29e-06,0.139,0.587,120.069,album rock
Fleetwood Mac,Love Is Dangerous - 2018 Remaster,198200,False,2018,51,0.642,0.712,5,-10.27,1,0.0285,0.146,3.41e-05,0.15,0.826,112.75,album rock
Fleetwood Mac,Paper Doll - 2018 Remaster,238947,False,2018,51,0.711,0.859,9,-8.375,1,0.039,0.194,1.25e-05,0.0561,0.844,101.198,album rock
Fleetwood Mac,Say You Will - Live 1997; 2018 Remaster,229627,False,2018,51,0.575,0.825,5,-6.932,1,0.0634,0.155,0.0,0.179,0.839,121.314,album rock
Fleetwood Mac,Sad Angel - 2018 Remaster,243907,False,2018,51,0.431,0.889,6,-5.546,1,0.0349,0.013,2.01e-05,0.222,0.814,161.145,album rock
Anthem Lights,K-Love Fan Awards: Songs of the Year (2014 Mash-Up),213165,False,2014,11,0.42,0.281,11,-8.204,1,0.0334,0.829,0.0,0.376,0.229,119.515,ccm
Big & Rich,Rollin' (The Ballad of Big & Rich),290307,False,2004,55,0.492,0.947,0,-2.321,1,0.149,0.0867,0.0,0.111,0.672,188.008,contemporary country
Big & Rich,Wild West Show,260813,False,2004,55,0.551,0.879,0,-1.395,1,0.0378,0.0261,2.43e-06,0.132,0.293,106.135,contemporary country
Big & Rich,Big Time,236480,False,2004,55,0.658,0.931,2,-1.387,1,0.0408,0.0385,0.0,0.508,0.715,121.051,contemporary country
Big & Rich,Kick My Ass,298827,False,2004,55,0.485,0.906,4,-1.443,1,0.0976,0.0318,3.34e-06,0.688,0.717,130.031,contemporary country
Big & Rich,Six Foot Town,227693,False,2004,55,0.645,0.889,0,-0.285,1,0.0372,0.0641,5.79e-06,0.262,0.503,109.619,contemporary country
Big & Rich,Holy Water,256813,False,2004,55,0.536,0.765,0,-1.991,1,0.0277,0.0451,6.97e-06,0.344,0.456,94.677,contemporary country
Big & Rich,Saved,291653,False,2004,55,0.422,0.832,7,-2.291,1,0.0539,0.0449,6.31e-05,0.146,0.423,158.126,contemporary country
Big & Rich,Real World,305147,False,2004,55,0.339,0.989,0,-1.513,1,0.214,0.116,2.85e-05,0.238,0.466,156.886,contemporary country
Big & Rich,Save a Horse (Ride a Cowboy),200307,False,2004,55,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,contemporary country
Big & Rich,Drinkin' 'Bout You,173400,False,2004,55,0.536,0.628,0,-6.044,1,0.0865,0.205,0.0,0.805,0.73,139.734,contemporary country
Big & Rich,Love Train,227200,False,2004,55,0.64,0.785,2,-2.211,1,0.0325,0.00296,0.000307,0.162,0.908,123.228,contemporary country
Big & Rich,Deadwood Mountain,310747,False,2004,55,0.559,0.831,7,-2.765,1,0.0288,0.0103,0.00164,0.125,0.482,137.97,contemporary country
Big & Rich,Live This Life,264347,False,2004,55,0.478,0.57,4,-4.449,1,0.0318,0.491,0.0,0.23,0.298,145.841,contemporary country
Rush,Test for Echo - 2004 Remaster,355667,False,1996,30,0.541,0.851,2,-9.239,0,0.035,0.0004,0.0181,0.158,0.564,130.209,album rock
Rush,Driven - 2004 Remaster,266973,False,1996,30,0.33,0.759,7,-7.62,1,0.0358,0.00422,0.00218,0.0505,0.53,99.956,album rock
Rush,Half the World - 2004 Remaster,222800,False,1996,30,0.477,0.874,7,-5.432,1,0.0332,0.000132,0.102,0.146,0.688,95.056,album rock
Rush,The Color of Right - 2004 Remaster,288640,False,1996,30,0.519,0.889,7,-5.504,1,0.0418,0.000274,0.00663,0.143,0.309,120.076,album rock
Rush,Time and Motion - 2004 Remaster,301360,False,1996,30,0.515,0.83,0,-6.185,1,0.0343,0.000144,0.073,0.125,0.624,136.1,album rock
Rush,Totem - 2004 Remaster,298533,False,1996,30,0.573,0.855,7,-6.0,0,0.0375,0.00392,0.00683,0.21,0.512,120.027,album rock
Rush,Dog Years - 2004 Remaster,295107,False,1996,30,0.504,0.911,0,-6.159,1,0.0501,3.98e-05,0.00736,0.108,0.53,118.009,album rock
Rush,Virtuality - 2004 Remaster,343627,False,1996,30,0.528,0.907,7,-5.683,1,0.0494,0.000108,0.114,0.298,0.544,120.05,album rock
Rush,Resist - 2004 Remaster,263373,False,1996,30,0.615,0.784,5,-6.945,1,0.0296,0.0332,0.0106,0.189,0.693,119.989,album rock
Rush,Limbo - 2004 Remaster,329027,False,1996,30,0.508,0.914,4,-6.127,0,0.0569,2.62e-05,0.784,0.383,0.443,120.184,album rock
Rush,Carve Away the Stone - 2004 Remaster,247600,False,1996,30,0.546,0.908,9,-5.029,0,0.0375,0.00135,0.0259,0.0515,0.734,125.075,album rock
Tim McGraw,How Bad Do You Want It,224533,False,2004,54,0.406,0.813,9,-4.669,1,0.0636,0.626,2.14e-06,0.386,0.552,175.443,contemporary country
Tim McGraw,My Old Friend,217067,False,2004,54,0.463,0.819,4,-7.662,1,0.0357,0.212,0.000268,0.0599,0.591,183.998,contemporary country
Tim McGraw,Can't Tell Me Nothin',188600,False,2004,54,0.555,0.565,6,-5.309,1,0.0272,0.387,0.0,0.0983,0.535,156.0,contemporary country
Tim McGraw,Old Town New,300093,False,2004,54,0.628,0.546,7,-7.124,1,0.0255,0.487,1.6e-06,0.134,0.396,137.965,contemporary country
Tim McGraw,Live Like You Were Dying,300333,False,2004,54,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,contemporary country
Tim McGraw,Drugs Or Jesus,279933,False,2004,54,0.498,0.673,0,-4.589,1,0.0268,0.303,4.01e-05,0.0943,0.278,146.943,contemporary country
Tim McGraw,Back When,299173,False,2004,54,0.602,0.73,7,-4.785,1,0.027,0.108,0.0,0.284,0.663,135.996,contemporary country
Tim McGraw,Something's Broken,222027,False,2004,54,0.608,0.563,4,-5.995,1,0.0261,0.194,1.06e-06,0.1,0.298,139.98,contemporary country
Tim McGraw,Open Season On My Heart,219707,False,2004,54,0.664,0.562,5,-5.634,1,0.0235,0.524,8.5e-05,0.0926,0.342,79.519,contemporary country
Tim McGraw,Everybody Hates Me,208133,False,2004,54,0.623,0.815,0,-4.25,1,0.0285,0.0656,0.0,0.371,0.582,104.948,contemporary country
Tim McGraw,Walk Like A Man,215867,False,2004,54,0.466,0.487,5,-6.469,1,0.0331,0.701,0.0,0.102,0.281,123.562,contemporary country
Tim McGraw,Blank Sheet Of Paper,247600,False,2004,54,0.586,0.511,4,-7.898,1,0.027,0.415,2.58e-06,0.0997,0.333,82.036,contemporary country
Tim McGraw,Just Be Your Tear,287200,False,2004,54,0.604,0.554,7,-7.121,1,0.0283,0.349,0.0,0.0373,0.479,177.902,contemporary country
Tim McGraw,Do You Want Fries With That,239760,False,2004,54,0.604,0.802,7,-3.995,1,0.0317,0.214,0.0,0.111,0.671,135.999,contemporary country
Tim McGraw,Kill Myself,187067,False,2004,54,0.574,0.557,2,-5.848,1,0.0282,0.701,2.64e-05,0.104,0.2,152.104,contemporary country
Tim McGraw,We Carry On,252400,False,2004,54,0.511,0.534,5,-6.643,1,0.0265,0.597,0.0,0.349,0.298,156.043,contemporary country
Gorillaz,Intro,67133,False,2005,73,0.259,0.651,10,-14.651,1,0.0589,0.86,0.98,0.165,0.656,134.972,alternative hip hop
Gorillaz,Last Living Souls,195400,False,2005,73,0.849,0.536,9,-5.596,0,0.0582,0.0283,0.45,0.0659,0.89,137.068,alternative hip hop
Gorillaz,Kids with Guns,225773,False,2005,73,0.838,0.475,4,-5.505,0,0.036,0.000417,0.714,0.226,0.711,106.217,alternative hip hop
Gorillaz,O Green World,275000,False,2005,73,0.672,0.768,0,-7.718,1,0.0347,0.00201,0.905,0.136,0.858,122.583,alternative hip hop
Gorillaz,Dirty Harry,230426,False,2005,73,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,alternative hip hop
Gorillaz,Feel Good Inc.,222640,False,2005,73,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,alternative hip hop
Gorillaz,El Mañana,235360,False,2005,73,0.644,0.728,9,-8.396,0,0.029,0.000988,0.0279,0.473,0.607,132.488,alternative hip hop
Gorillaz,Every Planet We Reach Is Dead,295267,False,2005,73,0.579,0.493,4,-7.062,0,0.0271,0.0168,0.0133,0.0752,0.367,88.172,alternative hip hop
Gorillaz,November Has Come,165093,False,2005,73,0.702,0.567,7,-8.561,1,0.239,0.0815,2.75e-05,0.0864,0.667,84.153,alternative hip hop
Gorillaz,All Alone,213333,False,2005,73,0.585,0.809,7,-7.837,1,0.125,0.00144,0.35,0.272,0.456,148.151,alternative hip hop
Gorillaz,White Light,133067,False,2005,73,0.595,0.831,11,-7.846,0,0.265,0.00135,0.822,0.34,0.407,154.845,alternative hip hop
Gorillaz,DARE,245000,False,2005,73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,alternative hip hop
Gorillaz,Fire Coming out of the Monkey's Head,199000,False,2005,73,0.769,0.621,9,-7.874,0,0.107,0.333,0.00233,0.157,0.649,100.25,alternative hip hop
Gorillaz,Don't Get Lost in Heaven,131867,False,2005,73,0.405,0.413,2,-10.384,1,0.0342,0.972,0.0005,0.156,0.4,124.982,alternative hip hop
Gorillaz,Demon Days,268400,False,2005,73,0.499,0.637,2,-9.035,1,0.0401,0.0265,0.228,0.226,0.103,125.198,alternative hip hop
Stevie Wonder,"Faith - From ""Sing"" Original Motion Picture Soundtrack",162720,False,2016,57,0.734,0.87,1,-4.16,1,0.167,0.105,2.65e-06,0.0579,0.944,158.124,adult standards
The Spencer Davis Group,Gimme Some Lovin' - Single Mix,174613,False,2016,57,0.498,0.835,7,-4.38,1,0.0327,0.0142,0.33,0.216,0.509,147.507,blues rock
Taron Egerton,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",88533,False,2016,57,0.537,0.0999,0,-12.41,0,0.0476,0.945,0.0,0.123,0.395,128.759,hollywood
Seth MacFarlane,"Let’s Face The Music And Dance - From ""Sing"" Original Motion Picture Soundtrack",174947,False,2016,57,0.415,0.51,0,-5.022,1,0.0343,0.13,0.0,0.101,0.829,176.246,adult standards
Scarlett Johansson,"I Don’t Wanna - From ""Sing"" Original Motion Picture Soundtrack",84360,False,2016,57,0.448,0.977,7,-2.523,1,0.167,0.000524,0.000898,0.306,0.529,185.004,hollywood
Reese Witherspoon,"Venus - From ""Sing"" Original Motion Picture Soundtrack",150613,False,2016,57,0.724,0.969,4,-3.213,1,0.0521,0.033,0.0988,0.188,0.929,125.64,hollywood
Sing Cast,"Auditions - From ""Sing"" Original Motion Picture Soundtrack",167387,False,2016,57,0.563,0.688,0,-5.313,1,0.405,0.202,0.0,0.112,0.385,104.638,
Señor Coconut,"Around The World - From ""Sing"" Original Motion Picture Soundtrack",166507,False,2016,57,0.796,0.893,4,-5.329,0,0.0445,0.24,0.889,0.0839,0.757,124.962,
Yusuf / Cat Stevens,"The Wind - From ""Sing"" Original Motion Picture Soundtrack",103813,False,2016,57,0.769,0.258,2,-15.175,1,0.0418,0.923,0.0486,0.111,0.806,115.782,british folk
Tori Kelly,"Hallelujah - From ""Sing"" Original Motion Picture Soundtrack",207973,False,2016,57,0.264,0.23,1,-9.158,0,0.0317,0.783,1.45e-06,0.118,0.243,134.558,dance pop
Nick Kroll,"Shake It Off - From ""Sing"" Original Motion Picture Soundtrack",120560,False,2016,57,0.738,0.906,11,-5.496,1,0.274,0.139,0.0,0.0691,0.831,160.088,
Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",187853,False,2016,57,0.579,0.904,10,-4.45,0,0.15,0.00687,0.0,0.0649,0.713,175.316,hollywood
Scarlett Johansson,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",214547,False,2016,57,0.484,0.853,6,-4.548,1,0.124,7.36e-06,0.0139,0.111,0.499,134.077,hollywood
Seth MacFarlane,"My Way - From ""Sing"" Original Motion Picture Soundtrack",256013,False,2016,57,0.453,0.425,2,-6.888,1,0.0283,0.475,0.0,0.106,0.36,81.304,adult standards
Tori Kelly,"Don't You Worry 'Bout A Thing - From ""Sing"" Original Motion Picture Soundtrack",241360,False,2016,57,0.614,0.827,1,-4.207,1,0.0923,0.0216,2.47e-05,0.128,0.554,126.991,dance pop
Jennifer Hudson,"Golden Slumbers / Carry That Weight - From ""Sing"" Original Motion Picture Soundtrack",220387,False,2016,57,0.243,0.438,10,-7.417,1,0.0372,0.185,3.94e-05,0.0942,0.179,163.787,dance pop
Joby Talbot,"Out To Lunch (End Titles) - From ""Sing"" Original Motion Picture Soundtrack",264893,False,2016,57,0.411,0.409,7,-9.297,1,0.0422,0.545,0.371,0.0762,0.128,128.037,21st century classical
Tiki Pasillas,"Listen To The Music - Spanish / English Version / From""Sing"" Original Motion Picture Soundtrack",135027,False,2016,57,0.665,0.837,9,-3.635,1,0.0634,0.442,5.18e-06,0.0883,0.942,120.12,
Jennifer Hudson,"Hallelujah - Duet Version / From ""Sing"" Original Motion Picture Soundtrack",208973,False,2016,57,0.315,0.337,1,-5.85,0,0.0295,0.814,0.0,0.119,0.189,94.648,dance pop
Tori Kelly,"Don't You Worry 'Bout A Thing - Acoustic Version / From ""Sing"" Original Motion Picture Soundtrack",197560,False,2016,57,0.649,0.593,0,-3.202,1,0.0317,0.246,5.38e-05,0.278,0.562,126.862,dance pop
Bunnies,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",131480,False,2016,57,0.931,0.78,10,-5.19,0,0.162,0.00706,0.0654,0.488,0.334,129.971,
The Cure,One Hundred Years - 2005 Remaster,401000,False,1982,36,0.436,0.881,7,-5.998,1,0.0439,0.00123,0.509,0.108,0.262,132.59,new wave
The Cure,A Short Term Effect - 2005 Remaster,262493,False,1982,36,0.516,0.836,0,-5.872,1,0.0319,0.00171,0.165,0.136,0.649,116.566,new wave
The Cure,The Hanging Garden - 2005 Remaster,274240,False,1982,36,0.42,0.889,0,-5.86,1,0.0393,0.00402,0.488,0.0795,0.634,135.421,new wave
The Cure,Siamese Twins - 2005 Remaster,328360,False,1982,36,0.772,0.523,2,-9.788,1,0.0364,0.000298,0.795,0.282,0.752,94.194,new wave
The Cure,The Figurehead - 2005 Remaster,375173,False,1982,36,0.655,0.842,10,-5.349,0,0.0264,0.00125,0.642,0.11,0.727,110.37,new wave
The Cure,A Strange Day - 2005 Remaster,303960,False,1982,36,0.603,0.964,9,-7.245,0,0.043,0.000109,0.0801,0.119,0.564,112.798,new wave
The Cure,Cold - 2005 Remaster,266573,False,1982,36,0.473,0.832,10,-5.841,0,0.0283,0.0916,0.498,0.101,0.238,100.881,new wave
The Cure,Pornography - 2005 Remaster,387867,False,1982,36,0.423,0.829,10,-9.534,1,0.0739,0.435,0.53,0.517,0.205,123.997,new wave
Kanye West,Wake Up Mr. West,41067,True,2005,70,0.746,0.306,10,-9.765,1,0.93,0.817,0.0,0.0657,0.704,73.346,chicago rap
Kanye West,Heard 'Em Say,203733,True,2005,70,0.744,0.696,7,-8.313,0,0.162,0.0535,0.0454,0.128,0.563,95.07,chicago rap
Kanye West,Touch The Sky,236600,True,2005,70,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,chicago rap
Kanye West,Gold Digger,207627,True,2005,70,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,chicago rap
Kanye West,Skit #1,33573,True,2005,70,0.825,0.307,10,-12.543,1,0.911,0.467,0.0,0.146,0.748,53.629,chicago rap
Kanye West,Drive Slow,272227,True,2005,70,0.593,0.593,11,-8.216,1,0.289,0.0306,9.94e-06,0.229,0.488,81.291,chicago rap
Kanye West,My Way Home,103373,True,2005,70,0.593,0.596,8,-10.488,1,0.0408,0.33,0.0,0.0976,0.776,86.965,chicago rap
Kanye West,Crack Music,270867,True,2005,70,0.726,0.712,11,-6.288,0,0.209,0.00975,0.000477,0.345,0.554,168.121,chicago rap
Kanye West,Roses,245867,True,2005,70,0.723,0.465,3,-6.454,0,0.0952,0.259,2.7e-05,0.108,0.513,97.702,chicago rap
Kanye West,Bring Me Down,198973,True,2005,70,0.385,0.691,6,-6.919,0,0.0924,0.00592,0.0,0.595,0.352,111.278,chicago rap
Kanye West,Addiction,267067,True,2005,70,0.504,0.756,1,-8.318,0,0.185,0.184,0.0,0.252,0.55,115.264,chicago rap
Kanye West,Skit #2,31360,True,2005,70,0.731,0.412,11,-11.59,0,0.946,0.253,0.0,0.164,0.95,66.512,chicago rap
Kanye West,Diamonds From Sierra Leone - Remix,233400,True,2005,70,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,chicago rap
Kanye West,We Major,448000,True,2005,70,0.234,0.88,11,-3.66,0,0.123,0.0107,0.0,0.045,0.216,85.641,chicago rap
Kanye West,Skit #3,24133,True,2005,70,0.64,0.451,7,-11.984,1,0.956,0.599,0.0,0.467,0.6,166.546,chicago rap
Kanye West,Hey Mama,305067,True,2005,70,0.583,0.754,7,-6.993,1,0.223,0.0593,0.0,0.113,0.347,95.784,chicago rap
Kanye West,Celebration,198440,True,2005,70,0.295,0.776,10,-4.199,1,0.213,0.0164,1.41e-06,0.118,0.35,79.992,chicago rap
Kanye West,Skit #4,78667,True,2005,70,0.722,0.258,10,-19.633,0,0.873,0.0411,0.0,0.148,0.141,118.732,chicago rap
Kanye West,Gone,333293,True,2005,70,0.842,0.668,1,-6.043,1,0.26,0.015,0.0,0.0699,0.345,92.703,chicago rap
Kanye West,Diamonds From Sierra Leone - Bonus Track,238400,True,2005,70,0.435,0.846,7,-3.458,1,0.263,0.148,0.0,0.306,0.57,100.771,chicago rap
Kanye West,Late,230493,True,2005,70,0.334,0.843,10,-5.928,0,0.173,0.197,3.95e-06,0.295,0.616,75.281,chicago rap
Sadboy2005,Wrong Side of Mulholland Drive,181529,False,2020,24,0.569,0.718,2,-5.95,1,0.0384,0.00828,0.0024,0.293,0.679,156.954,
Sadboy2005,5150,161344,False,2020,24,0.499,0.934,2,-5.487,1,0.219,0.00852,0.00399,0.0563,0.693,167.997,
Sadboy2005,Under My Skin,118235,False,2020,24,0.598,0.833,9,-4.693,1,0.091,0.031,2.03e-05,0.129,0.322,102.02,
Sadboy2005,Don't Tell Me,210250,False,2020,24,0.574,0.766,4,-4.647,1,0.0403,0.000428,0.00226,0.18,0.356,120.036,
Sadboy2005,Dead and Gone,134211,False,2020,24,0.668,0.954,7,-4.506,1,0.23,0.00673,0.000656,0.0884,0.57,94.991,
Sadboy2005,2005,169599,False,2020,24,0.741,0.827,11,-5.78,1,0.106,0.00219,0.0,0.057,0.89,119.938,
Fall Out Boy,Our Lawyer Made Us Change The Name Of This Song So We Wouldn't Get Sued,188547,False,2005,68,0.444,0.939,5,-3.824,1,0.104,0.000645,7.72e-06,0.376,0.575,154.286,emo
Fall Out Boy,Of All The Gin Joints In All The World,191160,False,2005,68,0.42,0.93,0,-3.416,1,0.0571,0.0047,0.0,0.0719,0.709,172.124,emo
Fall Out Boy,"Dance, Dance",180267,False,2005,68,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,emo
Fall Out Boy,"Sugar, We're Goin Down",229093,False,2005,68,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,emo
Fall Out Boy,Nobody Puts Baby In The Corner,200747,False,2005,68,0.528,0.94,0,-4.186,1,0.0588,0.000549,0.0,0.326,0.651,101.588,emo
Fall Out Boy,I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song),190520,False,2005,68,0.46,0.933,0,-3.766,1,0.0516,0.000811,0.0,0.158,0.523,154.165,emo
Fall Out Boy,7 Minutes In Heaven (Atavan Halen),182707,False,2005,68,0.468,0.981,11,-3.295,1,0.0609,0.000702,0.0,0.124,0.683,186.341,emo
Fall Out Boy,Sophomore Slump Or Comeback Of The Year,203760,False,2005,68,0.572,0.907,11,-3.387,1,0.0497,0.00637,0.0,0.231,0.557,133.026,emo
Fall Out Boy,"Champagne For My Real Friends, Real Pain For My Sham Friends",203813,False,2005,68,0.445,0.964,0,-3.278,1,0.0803,0.000553,0.0,0.696,0.511,160.153,emo
Fall Out Boy,I Slept With Someone In Fall Out Boy And All I Got Was This Stupid Song Written About Me,211493,False,2005,68,0.392,0.956,2,-3.271,1,0.0961,0.00159,0.0,0.847,0.644,196.133,emo
Fall Out Boy,"A Little Less Sixteen Candles, A Little More ""Touch Me""",169027,False,2005,68,0.538,0.889,7,-3.586,1,0.0596,0.00704,0.0,0.312,0.696,133.044,emo
Fall Out Boy,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows),207653,False,2005,68,0.638,0.834,4,-4.764,0,0.0497,0.0036,0.0,0.56,0.485,126.044,emo
Fall Out Boy,XO,220653,False,2005,68,0.482,0.963,11,-3.161,0,0.0743,0.000633,0.0,0.0959,0.423,131.333,emo
Queens of the Stone Age,Go With The Flow - Live At Brixton Academy / 2005,178480,False,2005,31,0.235,0.988,9,-3.91,1,0.23,0.00972,0.18,0.951,0.0799,171.648,alternative metal
Queens of the Stone Age,Regular John - Live At Brixton Academy / 2005,324627,False,2005,31,0.287,0.91,5,-4.977,1,0.102,0.0386,0.389,0.711,0.197,160.711,alternative metal
Queens of the Stone Age,Monsters In The Parasol - Live At Brixton Academy / 2005,279667,False,2005,31,0.275,0.911,0,-5.74,1,0.148,0.0407,0.0058,0.419,0.203,155.939,alternative metal
Queens of the Stone Age,Tangled Up In Plaid - Live At Brixton Academy / 2005,240453,False,2005,31,0.35,0.907,0,-3.029,0,0.0516,0.319,0.00072,0.735,0.544,67.907,alternative metal
Queens of the Stone Age,Little Sister - Live At Brixton Academy / 2005,171600,False,2005,31,0.242,0.99,1,-3.044,0,0.0791,0.0052,0.105,0.891,0.62,166.651,alternative metal
Queens of the Stone Age,"You Can't Quit Me, Baby - Live At Brixton Academy / 2005",589440,False,2005,31,0.194,0.959,10,-4.899,1,0.076,0.0809,0.877,0.965,0.384,190.995,alternative metal
Queens of the Stone Age,I Wanna Make It Wit Chu - Live At Brixton Academy / 2005,267747,False,2005,31,0.655,0.788,2,-4.468,1,0.0235,0.255,0.0189,0.709,0.546,93.617,alternative metal
Queens of the Stone Age,Leg Of Lamb - Live At Brixton Academy / 2005,214600,False,2005,31,0.601,0.831,2,-3.455,1,0.0472,0.0147,0.00117,0.7,0.725,120.941,alternative metal
Queens of the Stone Age,I Think I Lost My Headache - Live At Brixton Academy / 2005,324040,False,2005,31,0.284,0.913,10,-3.569,1,0.0871,0.259,0.0105,0.839,0.135,112.462,alternative metal
Queens of the Stone Age,Mexicola - Live At Brixton Academy / 2005,309107,False,2005,31,0.342,0.946,0,-4.452,1,0.0623,0.0173,0.0212,0.844,0.29,121.816,alternative metal
Queens of the Stone Age,Burn The Witch - Live At Brixton Academy / 2005,192933,False,2005,31,0.377,0.921,4,-4.084,1,0.0529,0.464,0.615,0.874,0.672,137.706,alternative metal
Queens of the Stone Age,Song For The Dead - Live At Brixton Academy / 2005,467267,False,2005,31,0.267,0.974,5,-5.148,1,0.282,0.134,0.771,0.584,0.0362,116.471,alternative metal
Queens of the Stone Age,No One Knows - Live At Brixton Academy / 2005,467267,False,2005,31,0.356,0.921,1,-5.182,1,0.156,0.163,0.00294,0.983,0.25,92.843,alternative metal
Queens of the Stone Age,Long Slow Goodbye - Live At Brixton Academy / 2005,440013,False,2005,31,0.409,0.849,9,-5.821,1,0.0662,0.534,0.271,0.924,0.138,114.215,alternative metal
Panic! At The Disco,Introduction,36973,False,2005,64,0.463,0.157,7,-23.485,1,0.493,0.849,0.856,0.0944,0.526,130.334,modern rock
